Data_value,95%_HDI_lower,95%_HDI_higher,p_value
37.2,29.955265827795074,45.16914628871852,0.5626
35.4,28.753994800951208,43.03007862487724,0.5603
1.8,1.3010910988844446,2.2830196135774155,0.501
29.8,24.17078636320376,36.22039402116166,0.57405
5.6,4.184036718887697,7.048703783020829,0.48305
29.7,24.303253587198625,36.47019304408236,0.57065
0.1,5.616984448523349e-05,0.33530562489184723,0.6236
0.2,2.1205993108092125e-05,0.41831860564228335,0.47725
1.0,0.7087868670543181,1.190686921527885,0.33575
0.8,0.5946287299705846,1.065466302112912,0.5968
1.3,0.9496537156003477,1.66027898788153,0.49435
3.2,2.3261835634058743,4.060530603318797,0.49455
0.04,1.623669080859369e-06,0.2517454248778134,0.7913
1.4,1.0203872085313037,1.7878323303593042,0.5011
3.4,2.4939446695244216,4.239744445251966,0.4673
2.5,1.8144997563154917,3.1434200182282352,0.4943
0.9,0.6150114465837647,1.1636774610721745,0.50285
1.2,0.8734355835372432,1.530829782385788,0.4925
0.4,0.12023073226742559,0.665489778453171,0.47435
1.7,1.2188413397892135,2.1531030348149836,0.49325
1.9,1.3885882778504663,2.4315631301488714,0.49635
1.2,0.8505383805164127,1.5083189262040795,0.46845
3.2,2.3715856708414838,4.106120591420752,0.5007
4.7,3.4271110487779213,5.92048259341171,0.4924
0.2,8.737011312365262e-05,0.4245479813939468,0.49935
29.4,24.12955103718684,36.17022630275481,0.58645
9.3,5.7191047043869165,9.83038185563068,0.0743
10.8,8.439646687944323,13.637036472546331,0.5623
10.4,8.778590404224223,13.962574025990008,0.74775
11.6,9.888957668378438,15.536399400599375,0.7639
11.1,9.281921315285565,14.129028564219569,0.71335
6.4,5.30818054694541,8.315276473349781,0.6917
5.8,4.608037009258377,7.396672903643106,0.6328
17.3,13.468018861238367,21.008689798882173,0.4931
5.8,4.439325140876639,7.165216491843408,0.50415
21.7,17.125321778109704,26.45278835776236,0.5273
1.4,1.0841542929513746,1.7798516598397236,0.5709
12.1,8.937564479942498,14.737987695588599,0.4564
7.7,5.763999732503487,9.667092739993283,0.52685
0.3,0.13839271060706013,0.6527232713964951,0.7462
2.8,2.14834036101952,3.6658314462604027,0.618
4.2,3.302850803812966,5.277220809250091,0.5612
3.1,2.4043411875075407,3.952702525551768,0.55115
3.7,2.815470624191944,4.799172670656992,0.5609
3.8,2.8957260429305616,4.748112115136709,0.5305
2.4,1.7650435954609691,3.0822932907801186,0.55995
3.8,2.91239698218934,4.945600400009897,0.60375
1.6,1.2727293515078604,2.0780028782044666,0.6616
0.8,0.6803472733750777,1.16826114738636,0.84055
9.8,7.569915549928438,11.991530572621787,0.50045
0.9,0.6514965565816087,1.1987002456016318,0.57315
24.8,20.30441380410423,30.720246917437102,0.62825
8.0,6.34843549687936,9.69998904407457,0.48965
