WireAndCable_to_RecycleRefining,ShapeCasting_to_Manuf_TAU,Extrusion_to_Manuf_BC,Manuf_CD_to_Use_CD,Manuf_TAU_to_Remelting
1.6195993885245168,2.6747378166554188,7.5126315585615195,3.1258973311455627,0.6591994205776592
1.7656322204211365,1.685473012920673,7.459633075738044,3.024912687834523,0.4910298813925379
1.2335144168413794,1.6170399438293968,8.747833855075145,3.46750089783336,0.45537072597805395
1.4858427689264246,2.0530083441797893,9.10601482504597,3.389295777840734,0.2593816406911677
1.4114203957068305,1.8409866101315626,9.45909084167723,3.4443922568079115,0.19934999905754122
1.8932886039037908,1.96015154173799,5.197356456883689,2.8634370365647954,0.13074211689741355
0.6283212886614294,3.7795253625658543,9.562366193616237,3.2416457835460504,0.7802723430247305
0.7117542855841957,4.494092520207019,7.661519772076026,2.6324004755762322,0.26822150470545303
0.8379456887365127,1.1085200398619284,6.398323946099179,3.2495257417155132,0.37130698750422353
2.2597976977660665,1.0859700868485305,7.134048122397144,3.0943179313257363,1.7620271966862828
2.382827623453155,0.6735620850586694,8.535068799728801,2.5084832054024897,0.503881523097298
1.3162468563847112,6.422125143334803,7.60415103823132,2.778103394089856,0.37533679782814355
3.196141321196432,3.4321375575703668,11.95427039625528,3.0398268024464556,0.8155934986344893
0.6392859269069996,3.801271773769877,9.266871367161187,2.998170719604813,1.344983107514439
2.4302381758419993,0.7127427972617226,5.995784932224005,3.3474567242210385,1.1452341641130726
2.277503805380935,0.7725839042181241,7.217864755721864,3.084786482037107,0.5539882130777081
2.020163388879439,0.8827772752497091,7.703706438546461,3.2658282192228247,0.5528988104470095
2.2518464579979365,1.0579258662621034,6.827939648540651,3.1376710627200195,0.5480447087210774
1.8007708683419812,1.0999202725729484,9.123770166058911,3.2309399906353575,0.11195881650446057
1.7204646789226252,0.24916188693303393,6.486910501238849,3.611020934708689,0.7851683934019057
0.9587241006427638,0.7652223503315994,5.719963192859996,2.9344954906132648,0.059343601446262315
2.2055861507289363,1.4137649871257718,4.466321943668603,2.671887719087086,0.40767396007505957
0.5027074974122766,2.695917643888748,9.129614808148192,2.7100565668172107,0.6512357210127381
