Use_BC,Use_TAU
11.126246517252019,3.21755730217255
9.590665413895401,2.9531439814365155
8.934959975741492,4.257826852305925
8.18629072264021,3.471557291054142
7.883741622171219,3.713165115890784
8.236974695792984,3.9056872270922898
7.444801136572949,4.430765542580356
6.271668450970601,4.284610928143461
7.043081053529107,3.020466677227657
8.898772425682319,4.418531122697815
8.520783040645052,4.135151697956055
8.25201542412396,3.0383925409633643
9.00724378825906,3.6682313362537298
7.889002451855135,1.0846863584446118
7.742650783023578,5.672964692808173
8.274639395684007,4.277282817019452
10.367797088804688,3.3473961448894527
9.822912956751784,2.9093793633653107
8.725230936295102,3.956760066970447
7.808325055946478,4.089134983698337
9.201161528338728,4.242102737645015
9.231965153545518,2.2182876320864624
10.439371582699168,1.1471562216721158
10.452652541159662,0.7986536282687496
10.576756962140495,1.684876771575615
7.796674816725975,0.39771985863284515
9.898943674119531,2.7966789418242213
9.42046129140413,1.9810631230197688
9.662025369915161,4.8745872762036955
11.333016039894472,3.7331625953846768
10.888498512574913,2.4481891129170887
9.50116014998428,2.280548034027896
10.661400100408086,0.13129011020432999
9.280843547716602,0.2279304259857788
7.4201638494663715,2.5407539420022407
7.055578907831801,3.048228292275717
7.244589664868899,3.2159572394499256
7.88210189789558,0.6644672549410424
8.191862429791284,2.079943018766593
9.110842821574543,1.8908651888899115
9.897526803999103,1.8616992989393812
8.811076279712832,1.860328590652744
8.945765390933953,1.562615156640504
8.955460909420674,1.6272385236297318
8.239721765866987,3.010876878021349
10.260260573652296,4.530409550897718
10.054123047489963,3.4489767809615675
11.480789185128733,3.380605191918872
9.68051710653118,2.2548043833217233
9.769340899294448,2.7235373404091376
10.25581326933233,2.712995186974091
11.162196266228792,0.97585177648952
10.93045856062286,-1.002358539129042
11.279448107801379,1.1752237811431867
11.371195744761126,1.194664360378297
9.401393642163239,1.6194387805914374
9.430660073219824,3.01701998930983
9.153040835779931,1.9123620875219205
12.538349973622404,3.8648844927347974
13.19528407198434,4.68753571541803
12.789714687878512,4.667805645122486
10.606057264025193,2.3581327018372553
7.142095662854476,3.3853200834929145
8.44510246232637,5.020042529989087
7.626635827170485,4.424596270071197
10.714332211853277,3.112580370146301
9.66482448346959,1.2041150450586444
8.915851577018303,2.5157829552651445
8.159667740118705,4.060907674719637
7.49375032965202,3.750524659249107
7.782680248135578,4.8837264336740525
7.557393784110365,5.63423327926254
8.751440151357945,2.004378016413537
9.41480913083562,2.5450483469304372
8.543682663856705,3.825432576087058
7.950965847135467,2.6350785031012616
11.861582495512124,3.838448693896791
9.026096170163143,3.7135212757963005
11.31866025041207,3.69138184090554
11.519916865993359,2.815598802855045
8.301371507974666,3.3675641485856356
8.828285576255531,6.1943670286024215
9.026034481918266,6.222010290042012
10.172544406349934,2.543516394608097
8.123756820139908,2.0943004936868466
8.364258331553955,1.8658522771058637
10.631618590296993,3.8724002884691915
9.81103739600422,3.654345264626825
10.486556907679685,3.8450518777835034
7.681941999075405,4.0039424152736816
10.563025477700615,3.009693833012464
10.116413164174233,3.2757603754369504
9.974016841488476,3.653094858663954
8.607914230818382,2.1214511232466298
9.262902868528835,1.0233022571703672
10.981362474695906,1.7363487067684036
11.125987516707353,2.3260255075718486
11.766953209088847,3.110611165403573
11.882134472247749,3.871579751654644
10.731051086472515,4.1279118560510755
9.893241562191049,2.5954783565543087
10.22711387716182,1.4140088854041466
9.944602306603365,2.5612034159684547
9.136143137205538,2.1421990792861085
9.111706824700653,1.8537425355564614
10.258653357497618,3.1914533396047333
11.113105561967503,3.825956989174418
10.003694622533557,3.650769825805277
8.524637950107858,4.117973574547075
8.938056199443315,3.9733995278553156
9.666955485815684,2.5677768951242594
9.502431039258031,2.017983708746807
8.885868031980111,3.6659452057925677
9.259806889284135,3.1838190542070146
8.22239402959816,2.2174693370991125
10.019217795764584,1.2909094529134133
10.137540833647398,4.270581981885427
10.150924335564685,4.257331516468383
10.027660407969584,3.3927265597673797
10.47709107048242,3.401486594654141
11.241529082485558,3.9921240178387207
9.65218041102673,3.8844654715061093
9.86642049448049,3.4468821947307027
8.483118712589643,4.166271327159613
10.021728902562348,3.6771956382501667
8.091461927904986,4.294418139965452
8.79542845664637,2.34775857861645
10.096892834942775,3.5345308815096943
10.344603228114389,1.2755950397233329
11.690993031673754,1.0370758573679666
10.562225068487253,0.4210926562064352
10.412475557366411,5.765180472275811
10.470635103305531,2.4900404794479734
11.405666282585187,2.332816238467514
9.67350059130686,2.698281854948144
10.957307863571849,3.278919945272338
9.003190397988863,3.964335421035761
8.528206386764426,3.6622233577536822
7.086440277542761,5.715404972807726
6.63019222127995,3.101567558219418
6.8763840929522955,3.825622367189998
9.27647824038797,4.591477026688181
9.088819715475967,3.812941192126627
7.797087163277355,3.3210857044006907
8.703059764327653,2.8263622204149867
9.606795387373383,3.243278692545218
10.002743008289336,4.2581020024701015
8.988256944930093,4.181642001244877
8.1533999338147,3.5746504021438357
10.765498002909043,3.9804149856599538
9.442623871237782,4.511905206517061
10.211595581035807,2.7432655786427795
11.673725425017063,2.665717767531142
10.558397681899141,3.4463827186312956
11.218918990575848,3.905391956914881
8.32462258181773,2.0149403999579465
8.538794744700928,2.8165177191378614
8.634243700250774,3.9569909669069205
8.482600898272192,2.9278036679399926
9.618039321037548,3.4135307339097944
9.652101713985594,1.6822904270836043
8.926564881727028,1.7354666897377795
8.992953999213881,1.7594585390684603
9.818367343521542,3.9497776167775567
9.486386853471867,3.2899183773045997
10.165726505268555,4.475347358332045
9.495792209440072,4.668305037055088
9.474476802686294,1.991100407060974
11.577072171987572,2.167945600293274
6.180303770052998,3.737410641458015
7.743340424829564,4.566433293178752
8.582934593443328,3.1652624234626567
8.353557408565168,4.543666331199209
8.240774329680342,4.472085118287924
9.779268970318858,3.1981854335205813
8.616069619754164,4.1412471199054925
9.342637524929629,2.7937650940074015
10.980650559555627,2.985053040788387
11.379910267735408,3.4338044374978813
11.754666477916182,2.3046449245156695
8.83900692755182,1.3683283210503692
10.352917354400322,2.4857360566882245
10.283910801117775,0.2689144872576552
10.234984465408546,0.5544486788159798
9.288548734731371,2.7393984858790894
8.293368571979492,4.310361514173628
10.033833846371863,3.2920174477848967
9.087095921754683,2.8382338823263638
9.339640912502551,3.8366810275440435
8.8846838487262,3.5662990518164537
10.628729592518752,3.559848772851606
9.049199728874237,4.100279067263492
10.060599065940796,2.3577372089666766
11.631843589887673,2.7643955954436312
8.581641523622833,3.5380531337423395
7.243833728509739,4.157020118440595
7.48018385174757,4.9365328578166086
7.04713242114505,5.235926951330906
8.250097857635769,3.1093274476669035
8.605775296569513,4.023379675973148
8.159362988003599,3.987195143044736
8.467729975107433,4.038048397521739
10.530000429075253,4.797865068191135
9.454738389194246,3.058357409071622
11.082696222515427,3.699909292582649
9.688073743078718,4.013853913750937
12.67327747951716,3.231125943942487
10.145793331059,1.6300679432783647
