Use_BC,Use_TAU
9.091178317431508,2.975593891358395
8.766138939005216,3.243216771899395
8.949814176436984,3.854729516988502
9.328689739979968,3.5124296258126737
9.749635410205155,4.025988101831921
9.215837955791109,3.360423682186014
8.779663679976363,3.7804933338546345
9.077982765431466,4.48514062206464
9.20970678276375,4.519941548395348
8.785273084180472,2.6553163760372605
7.434867993669884,3.6520210280964873
7.3298290347507145,3.6544367899000867
10.003689843655247,3.34825375528738
9.904489562734913,1.7424535580465286
10.560166084081283,2.5076500234934653
9.36903188958319,3.0484504943623794
8.636989178086672,2.741275964778352
8.705634174719577,3.159522474690273
9.075751937712814,3.0435059311935135
8.770405517820489,3.4821693043603994
8.69151823969057,2.725631176079768
8.23121839138596,3.019073054080993
8.716184403158858,2.713351126856034
9.559155655690029,3.411369104581053
8.40354941692649,3.6210407480600364
9.501440303405834,3.0413918486531566
8.814638707870605,2.8204176861466213
8.741682281349604,2.676803365493074
11.75404442091902,3.0438979627321627
11.132617427950288,2.3741551778954952
9.585183638428813,2.5718232394192144
10.687444777024071,2.010487526909218
9.216030871394821,3.522240787728238
9.063861684365161,2.8245734775579407
8.880118982972776,3.216766282600982
9.781068568212124,3.1945378468125334
11.244560022456973,1.910841046605674
10.02151077622289,3.337678803870598
8.883436674950158,1.7524181248716497
8.690208336181508,3.58255330462547
8.053312899084371,4.32175508905119
8.35487058703536,2.2266535080574164
9.617067118164348,3.294337012870135
9.157908173370092,2.204936686292077
9.304101511318247,3.3513517698183635
9.582412645711123,2.2045739702913063
8.924731148857303,3.550811261150878
7.084697470986197,2.584047009287633
9.155355500256476,1.6357240562495576
8.551966513270512,3.211158405273041
7.056244207585399,2.108150922862662
9.530563442463825,3.8566135616393047
9.234306079415461,3.3910969122524133
9.40100912899778,3.8877715223237246
8.974050366566038,3.1653499634527025
10.308433909260069,3.1900191466190346
9.832056650066743,2.67748203927549
8.040275759014179,3.134763663727151
9.142399063576564,3.5655077188189788
9.218990627374334,1.6664302813509877
9.958016935038097,2.5522229077613305
7.935156339855916,3.09431129467176
9.52113082892414,2.53054739071678
11.113958892057331,3.6122274941617567
9.384387479358493,1.8576448728734107
9.143960790079941,2.523694926779414
8.870815997514201,1.7447695877853524
9.307622483950446,2.5168514751007636
9.658222724986945,2.9084963310986116
7.938291586121488,3.5036062286794887
9.623744093840537,3.6188380327785317
8.165929686258503,3.9424955089607225
