WireAndCable_to_RecycleRefining,ShapeCasting_to_Manuf_TAU,Extrusion_to_Manuf_BC,Manuf_CD_to_Use_CD,Manuf_TAU_to_Remelting
1.5053868328474789,4.850334347180454,8.518344137403291,3.2259623166582494,0.7410486872756996
1.1461401236614963,5.414738747589206,8.403800493808822,3.2179641994558184,0.8224009606685648
1.852465307360811,5.274710310700616,8.025367452841351,3.1111286862654337,0.6995568132910136
1.3443413584691248,6.158668210748894,8.317696043719454,2.9756935750586857,0.9029305497908106
1.6199506156824564,5.340709884688727,8.649109101510488,3.296622927497747,0.7117065698875534
1.3667792163282177,5.5655183777545885,8.04257589544166,3.2212792507157935,0.7982296877308496
1.632319645220764,5.678393964157462,7.661592627445225,3.4777265778459125,0.7284100493475718
1.377381715389755,5.252194703295093,7.827337722309776,2.979000937220179,0.8350387284022325
1.3685894286371154,5.692478237238833,7.87360404921654,3.3298700331531337,0.7795572692498383
1.1956634145336116,5.310110050106734,8.458065776747713,3.2359760637523474,0.7302260820452806
1.5127275873991775,5.816605965795217,7.253329721495962,3.2180581548282716,0.7513677644312164
1.475064671727033,5.579599870338914,7.4289846429340765,3.1973387918663465,0.741075047785635
1.329358198759762,5.688527598174828,9.2054666897356,3.2499281035120116,0.8075442050048013
1.756171831979979,4.678384548042153,9.29156034996056,3.306251522765193,0.5632658749626369
1.409263336320901,4.401415614084499,9.799671691310065,2.9884901339114207,0.6748856499383641
1.3136170746832063,5.130727042768502,8.564644119823244,3.2954416359592664,0.7101303204522003
1.6158470830008815,5.372060501713581,7.66827208136841,3.1610121993487024,0.7497541424692328
1.4589329252883174,5.670844828105706,7.498324986594342,3.2581810374024878,0.8689188356177612
1.562657056286089,6.198881806492649,8.577998065119889,3.0317772515043817,0.9119951882858247
1.5773141322739266,5.141569579602585,8.581310086634947,3.0992389155806572,0.8614283893850277
1.4523062132214357,5.554968519308843,8.687838378292657,3.3831420003294426,0.8142832407746486
1.119625062957333,4.981141965952415,7.249066467408077,3.15424073895856,0.6348082806465597
1.1524474079771856,4.520842204680817,7.445673689398188,3.104044464941115,0.5981195643627917
1.9530453030454356,4.608370556165373,7.393776108884697,2.948899397727278,0.7969928740424372
1.5748939258866481,4.483649073891198,8.645427348962189,3.005475069542852,0.747256489872894
1.4961339860033818,4.389403711891571,8.065581837635172,3.091302203538093,0.49786709758738473
1.748656248443559,4.574965933113134,8.850393458833691,3.3488507173769024,0.5150678284799273
1.7198164356958656,4.554466019906491,8.730979966458179,3.0743287351642445,0.5305592730484249
1.455314333182512,4.548483061069881,9.879392168752673,2.7326016584634627,0.7957425904768439
1.4542023973963483,5.013919466478869,10.115792966631266,2.819606542270965,0.8107124261750974
1.383946034218178,4.1717350563287745,8.467779159067547,2.751146396946115,0.5329834102130001
1.7328277090425284,4.607668187089532,8.988028595234208,3.0019634133765876,0.6396732300651022
1.1845363130892548,4.610863115490148,9.02049113590187,2.795399244907827,0.6817477617003175
1.3409914839557928,6.08869556862933,7.630847021606587,3.15805931207721,0.6672487887534903
1.3445993154599054,5.436657975004862,7.7555663923235905,2.609830685856954,0.8062910222650599
1.4802848290662842,4.915181243066949,8.051273925171698,3.0929258038215686,0.7043200050847052
1.5118400036705772,5.046168366505154,9.89327204937568,3.176492705802363,0.7106905907533162
1.5390559315415129,4.724743682422289,9.18210677192156,2.927631958544945,0.6665442924056326
1.4410687506914412,5.0655123607159425,8.447760323842529,3.2720467256678583,0.6265756267290921
1.3473209875687977,4.564183110377002,7.42518233111135,2.6262248498040437,0.6343485990449669
1.3953086719152776,5.621962454823477,7.4157655712116695,3.4577327331038994,0.8811388416024243
1.6488244738485938,4.372883600351472,8.740608020562439,3.124408945943948,0.4974102251779699
1.5109032791171215,4.740353562631449,7.639063496440248,3.2852730965312706,0.6392699140813217
1.7690188058321317,4.670236592663581,9.24822062754746,2.980138227006458,0.5950871460454042
1.161110336882406,5.275392128489633,8.432988647315401,3.1660294189881286,0.7610300631376998
1.6910571005780424,4.908649137132534,9.395153478942845,2.6217070708641983,0.6059180431926412
1.3054140569168602,5.453890228057316,8.528399679623785,3.6873852267393663,0.7772988757411624
1.637283244910602,4.309977753687017,7.871290557087256,3.4853373212603453,0.581030256690465
1.3458149959646581,4.421666154986455,8.10197406260787,3.4750635163938544,0.8051847985076832
1.3757564433574894,4.458570245659093,7.622189885477666,3.4566898932220584,0.4901610890553259
1.520417130587191,5.225895631991191,7.56121890458399,3.312802350311563,0.6266800853561207
1.2673367230696804,5.409464615397787,8.738545996528694,3.307906000657717,0.7349398649049004
1.2077449041408075,4.898194388964065,8.738380326384451,2.956184196169943,0.7946503946070699
1.2367219228402162,5.11675668336883,8.490756072447551,2.9948460014526246,0.8349390669289246
1.539305127828423,5.770726745093548,7.992396061859837,3.3125214239876337,0.7177604000330343
1.2476497253037515,4.993774946496031,9.713041463634934,3.130993976247249,0.8334214151362788
1.2526512497266018,6.023339660324796,9.22613744650541,3.3981097449589805,0.7089518968646943
1.6589388368808828,5.334448032536242,8.285041505105312,3.2220338249870206,0.685147382242097
1.5740696227990407,5.008324379582543,7.619920774631861,3.4248944210883865,0.7737134358939258
1.363442927524939,3.6874947361284356,7.747121192613652,3.1816848565185847,0.6259291144249239
1.3835789539834038,3.9452119876801763,7.782998184181427,3.2391551587775163,0.5819000634704625
1.4811802558463745,5.372072907576138,7.080940783760312,3.290911531178978,0.6233936411784865
1.2887160026407762,5.428209969860971,8.336381485736714,2.8618956696288826,0.7219088551593426
1.4879852132042783,4.658843060260739,9.033748015693675,3.0665255432296794,0.6504850261758947
1.3536248179140293,4.538270128043789,7.9693788267216545,3.610814424881407,0.5905472705124294
1.4823248575589678,4.799071276854421,8.962666216478222,3.151464685363352,0.670063104809957
1.5141193915214046,4.403028614153407,7.992536440387013,3.1461724505623243,0.6111146099280533
1.3463255531251084,4.700163120702582,7.993358326240344,2.9132004863669687,0.7280661094796411
1.4367496445562349,5.609943150473663,8.442534720202426,2.2138334032968463,0.6746819247245038
1.3540580533596605,5.58078683780398,8.599000587839127,2.908042221922246,0.8352145248038202
1.4923395803720967,5.537606193035248,7.971155505584882,2.849298380792349,0.7422847914470243
1.632426620355977,5.812254970857783,9.111738358402775,2.6131008781348566,0.729399680695049
1.0920597128589706,6.0363075216359015,7.479702114107466,2.7037818453620686,0.9435852575341843
1.6061799827668113,5.229631978969504,8.618239070408949,2.7627306443310014,0.7293485169007867
1.2699199378743848,5.6189309028075805,8.634393688696877,2.8147228963094717,0.7301286191443073
1.6709841704998951,5.466348791371641,8.15161903924766,2.9563838851093274,0.646887488537797
1.2735976951986094,4.368412101478035,8.38332818288626,2.988255738702408,0.6169684699862664
1.3875231376678496,4.911861896217121,8.463690923999652,2.758972415288329,0.6990843342309642
1.4624128024694851,4.573643109950329,8.898606841202845,2.750115721543914,0.5783162482347869
0.9399989698350497,5.95897229717357,9.055506120920427,2.866303830733562,0.8663585422690049
1.745038206330051,6.282096533294384,8.478456180123347,2.8481986494829616,0.6436226029747937
1.1640291646859071,5.631813140754023,7.574794326103638,2.8621804801567414,1.027109813568271
1.205275951920471,5.975783331778881,7.314806564608336,2.891464288149506,0.9959277491950402
1.3191803232787582,5.567572763521708,6.784756289332656,2.9382010890766526,0.8298624891598115
1.3532256790882766,5.900123816542533,10.482857949062577,3.043625270987657,0.9762555206624025
1.3934673810055247,4.96230650924042,9.07011301733731,3.518073525923325,0.5816072036160405
1.749503165769201,5.308680832799737,6.921695755188895,3.1459836097298703,0.8654108241241639
1.3019364907566355,5.32353012477472,8.334271920909275,3.019137159696914,0.7142717895469268
1.2585877874114937,5.335623365713005,8.569475692111242,2.7634249337266703,0.7334246674335333
1.6759036388679822,5.047025229089655,7.774306781460367,3.127418698115429,0.7398931955105164
1.245994988074146,5.490820833663413,9.089982185107512,2.9728464726799766,0.8135196127129246
1.5632154379649112,5.042780216910404,7.586647867314072,3.1091985716974837,0.698350676113398
