WireAndCable_to_RecycleRefining,ShapeCasting_to_Manuf_TAU,Extrusion_to_Manuf_BC,Manuf_CD_to_Use_CD,Manuf_TAU_to_Remelting
1.9053993345982856,1.0512582211045716,10.443643993488552,3.2345262083075856,0.09635588932479063
0.7557729143224282,1.125886882536045,4.849177625732396,3.1799076799458197,0.8824647462209284
2.16577574487926,3.6353839962659733,6.445032869646646,2.3010028589949494,0.35790948146456963
1.4551713566868185,1.6968567464613296,7.933505629526213,2.3601393811921563,1.4074048187284889
2.0996696904746632,1.187442918868184,6.412740191468748,3.4568581827634346,1.0989912029439712
0.42335009509162114,0.9708699860474603,4.423253707791092,2.852628754031686,0.2680047433362286
1.4091205477109257,3.2232076931179083,4.872206534805034,2.845089469051615,0.873199896650354
1.7924936057384606,1.3300740390476837,5.20761093469064,2.2940454194860918,0.36821959215993033
2.026467231985538,2.6517912607571636,6.457714156303707,3.080928078863731,0.7146999350836214
1.429676020404608,3.315208852197863,8.19668768397137,2.9714390165540028,0.5209890674100632
1.7885992992429853,1.8574379452023306,6.484906000181044,3.507382324583876,0.44878032997995737
1.860449846399664,2.366348898189123,5.87143258037277,3.412921927149424,1.7169045232567957
1.368753522953093,3.710229559543962,5.781353281280169,2.9161411204597134,0.3424584464659464
1.3320776290215504,0.27541039941286805,8.564328024609457,3.4586761068960383,1.803948160223312
1.5138202671734062,0.6386366639980433,3.352001898757256,2.9350588505171182,0.12158977906684001
0.7581740794328959,2.3774194956356567,2.6590382462761393,3.3701697532050114,0.29477747326033127
1.9160654772837116,1.932733123456731,10.988770046992551,3.1550292682030823,0.6810930007278778
1.6316640664553084,4.431589611895651,5.588460364295072,2.769218013817081,0.15935524253022512
1.0238358095508153,2.4775189906728254,8.899843231833016,2.4100060555897866,1.1070389930218099
2.1496752442542486,3.0989525696696134,6.546598937396579,3.3358022522481576,0.1432582442664838
0.1317248490348123,2.10304655667285,9.229865100349365,2.9977107782729693,0.6078274462852206
0.1596438366236686,4.6597109859865045,9.367112513975336,2.4867336597878626,0.8223641719007337
0.152175905585208,0.21554384733305754,8.500066423314953,3.1293667202249593,2.8152953958639793
0.16811307761545055,0.23084531217041132,7.481960868861012,3.199698052784988,2.798050274865028
0.192921174017716,0.2871634799366075,7.845129981095967,2.953033822350866,3.025956529596428
0.22764206502824139,3.8576838432511957,7.860269267811579,3.243393153279018,2.6645099075228247
0.4410952464235872,0.8432279099171393,4.420272349254519,3.694704077756608,2.5353670836053137
2.1147998140324913,3.8115553336972847,7.25202786964935,2.694034084800258,2.16794361855673
1.0376963248336177,0.3888029598862989,8.046067971887325,2.507371151534513,0.18565645994185007
